Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,
12/04/2020,Andhra Pradesh,,,,6958,Tested,405,6553,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,5.82%,0.13,133,17,52221000,
13/04/2020,Andhra Pradesh,,,,8755,Tested,432,8323,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,4.93%,0.17,168,20,52221000,
14/04/2020,Andhra Pradesh,,,,10505,Tested,473,10032,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,4.50%,0.20,201,22,52221000,
15/04/2020,Andhra Pradesh,,,,11613,Tested,525,11088,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,4.52%,0.22,222,22,52221000,
16/04/2020,Andhra Pradesh,,,,20235,Tested,534,19701,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,2.64%,0.39,387,38,52221000,
17/04/2020,Andhra Pradesh,,,,20235,Tested,572,,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,https://t.me/indiacovid/2474,,2.83%,0.39,387,35,52221000,
18/04/2020,Andhra Pradesh,,,,21450,Tested,603,20487,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,2.81%,0.41,411,36,52221000,
19/04/2020,Andhra Pradesh,,,,26958,Tested,647,26311,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,2.40%,0.52,516,42,52221000,
20/04/2020,Andhra Pradesh,,,,30733,Tested,722,30011,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,2.35%,0.59,589,43,52221000,
21/04/2020,Andhra Pradesh,,,,35755,Tested,757,34998,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,2.12%,0.68,685,47,52221000,
22/04/2020,Andhra Pradesh,,,,41512,Tested,813,40699,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.96%,0.79,795,51,52221000,
23/04/2020,Andhra Pradesh,,,,48032,Tested,893,47139,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.86%,0.92,920,54,52221000,
24/04/2020,Andhra Pradesh,,,,54338,Tested,955,53383,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.76%,1.04,1041,57,52221000,
25/04/2020,Andhra Pradesh,,,,61266,Tested,1016,60250,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.66%,1.17,1173,60,52221000,
26/04/2020,Andhra Pradesh,,,,68034,Tested,1097,66937,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.61%,1.30,1303,62,52221000,
27/04/2020,Andhra Pradesh,,,,74551,Tested,1177,73374,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.58%,1.43,1428,63,52221000,
28/04/2020,Andhra Pradesh,,,,80334,Tested,1259,79075,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.57%,1.54,1538,64,52221000,
29/04/2020,Andhra Pradesh,,,,88061,Tested,1332,86729,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.51%,1.69,1686,66,52221000,
30/04/2020,Andhra Pradesh,,,,94558,Tested,1403,93155,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.48%,1.81,1811,67,52221000,
01/05/2020,Andhra Pradesh,,,,102460,Tested,1463,100997,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.43%,1.96,1962,70,52221000,
02/05/2020,Andhra Pradesh,,,,108403,Tested,1525,106878,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.41%,2.08,2076,71,52221000,
03/05/2020,Andhra Pradesh,,,,114937,Tested,1583,113354,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.38%,2.20,2201,73,52221000,
04/05/2020,Andhra Pradesh,,,,125229,Tested,1650,123579,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.32%,2.40,2398,76,52221000,
05/05/2020,Andhra Pradesh,,,,133492,Tested,1717,131775,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.29%,2.56,2556,78,52221000,
06/05/2020,Andhra Pradesh,,,,141274,Tested,1777,139497,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.26%,2.71,2705,80,52221000,
07/05/2020,Andhra Pradesh,,,,149361,Tested,1833,147528,,,,,,,,,,,,,,,https://t.me/indiacovid/4173?single,,,1.23%,2.86,2860,81,52221000,
08/05/2020,Andhra Pradesh,,,,156681,Tested,1887,154794,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.20%,3.00,3000,83,52221000,
09/05/2020,Andhra Pradesh,,,,165069,Tested,1930,163139,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.17%,3.16,3161,86,52221000,
10/05/2020,Andhra Pradesh,,,,173735,Tested,1980,171755,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.14%,3.33,3327,88,52221000,
11/05/2020,Andhra Pradesh,,,,181144,Tested,2018,179126,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.11%,3.47,3469,90,52221000,
12/05/2020,Andhra Pradesh,,,,191874,Tested,2051,189823,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.07%,3.67,3674,94,52221000,
13/05/2020,Andhra Pradesh,,,,201196,Tested,2137,199059,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.06%,3.85,3853,94,52221000,
14/05/2020,Andhra Pradesh,,,,210452,Tested,2100,208247,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,1.00%,4.03,4030,100,52221000,
15/05/2020,Andhra Pradesh,,,,219490,Tested,2157,217183,,,,,,,,,,,,,,,http://hmfw.ap.gov.in/covid_dashboard.aspx,,,0.98%,4.20,4203,102,52221000,
16/05/2020,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,52221000,
17/05/2020,Andhra Pradesh,,,,238998,Tested,2230,236618,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/35,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.93%,4.58,4577,107,52221000,
18/05/2020,Andhra Pradesh,,,,248771,Tested,2282,246279,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/45,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.92%,4.76,4764,109,52221000,
19/05/2020,Andhra Pradesh,,,,258450,Tested,2339,255961,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/56,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.91%,4.95,4949,110,52221000,
20/05/2020,Andhra Pradesh,,,,267612,Tested,2407,265052,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/67,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.90%,5.12,5125,111,52221000,
21/05/2020,Andhra Pradesh,,,,275704,Tested,2452,273099,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/83?single,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.89%,5.28,5280,112,52221000,
22/05/2020,Andhra Pradesh,,,,284119,Tested,2514,281452,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/103,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.88%,5.44,5441,113,52221000,
23/05/2020,Andhra Pradesh,,,,292969,Tested,2561,290255,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/114,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.87%,5.61,5610,114,52221000,
24/05/2020,Andhra Pradesh,,,,304326,Tested,2627,301529,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/143,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.86%,5.83,5828,116,52221000,
25/05/2020,Andhra Pradesh,,,,314566,Tested,2671,311680,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/150,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.85%,6.02,6024,118,52221000,
26/05/2020,Andhra Pradesh,,,,322714,Tested,2719,319731,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/164,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.84%,6.18,6180,119,52221000,
27/05/2020,Andhra Pradesh,,,,332378,Tested,2787,329261,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/180,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.84%,6.36,6365,119,52221000,
28/05/2020,Andhra Pradesh,,,,342236,Tested,2841,338991,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/201,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.83%,6.55,6554,120,52221000,
29/05/2020,Andhra Pradesh,,,,353874,Tested,2874,350544,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/215,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.81%,6.78,6776,123,52221000,
30/05/2020,Andhra Pradesh,,,,363378,Tested,2944,359917,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/231,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.81%,6.96,6958,123,52221000,
31/05/2020,Andhra Pradesh,,,,372748,Tested,3045,369177,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/241,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.82%,7.14,7138,122,52221000,
01/06/2020,Andhra Pradesh,,,,383315,Tested,3118,379639,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/257,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.81%,7.34,7340,123,52221000,
02/06/2020,Andhra Pradesh,,,,395681,Tested,3200,391890,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/269,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.81%,7.58,7577,124,52221000,
03/06/2020,Andhra Pradesh,,,,403747,Tested,3279,399776,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/282,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.81%,7.73,7732,123,52221000,
04/06/2020,Andhra Pradesh,,,,413733,Tested,3377,409621,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/298,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.82%,7.92,7923,123,52221000,
05/06/2020,Andhra Pradesh,,,,423564,Tested,3427,419314,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/319,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.81%,8.11,8111,124,52221000,
06/06/2020,Andhra Pradesh,,,,436335,Tested,3588,431875,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/327,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.82%,8.36,8356,122,52221000,
07/06/2020,Andhra Pradesh,,,,454030,Tested,3718,449371,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/345,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.82%,8.69,8694,122,52221000,
08/06/2020,Andhra Pradesh,,,,468276,Tested,3843,463463,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/359,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.82%,8.97,8967,122,52221000,
09/06/2020,Andhra Pradesh,,,,483361,Tested,3990,478332,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1270332139876151298?s=19,,,0.83%,9.26,9256,121,52221000,
10/06/2020,Andhra Pradesh,,,,498716,Tested,4126,493469,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1270611674018443264?s=19,,,0.83%,9.55,9550,121,52221000,
11/06/2020,Andhra Pradesh,,,,510318,Tested,4261,504889,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1270967454634700800,,,0.83%,9.77,9772,120,52221000,
12/06/2020,Andhra Pradesh,,,,522093,Tested,4402,516457,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1271348981814013953?s=09,,,0.84%,10.00,9998,119,52221000,
13/06/2020,Andhra Pradesh,,,,536570,Tested,4588,530712,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1271710551769378819,,,0.86%,10.27,10275,117,52221000,
14/06/2020,Andhra Pradesh,,,,552202,Tested,4841,546050,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/457,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.88%,10.57,10574,114,52221000,
15/06/2020,Andhra Pradesh,,,,567375,Tested,5087,560919,,,,,,,,,,,,,,,https://t.me/Covid19india_Auxiliary_Test_Data/476,http://hmfw.ap.gov.in/covid_dashboard.aspx,,0.90%,10.86,10865,112,52221000,
16/06/2020,Andhra Pradesh,,,,583286,Tested,5280,576566,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1272801649656950785?s=19,,,0.91%,11.17,11170,110,52221000,
17/06/2020,Andhra Pradesh,,,,598474,Tested,5555,591403,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1273163879854505985?s=19,,,0.93%,11.46,11460,108,52221000,
18/06/2020,Andhra Pradesh,,,,612397,Tested,5854,604901,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1273517099428634624,,,0.96%,11.73,11727,105,52221000,
19/06/2020,Andhra Pradesh,,,,630006,Tested,7961,622045,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1273901271716515846?s=19,,,1.26%,12.06,12064,79,52221000,
20/06/2020,Andhra Pradesh,,,,652377,Tested,8452,643925,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1274317274170535937?s=19,,,1.30%,12.49,12493,77,52221000,
21/06/2020,Andhra Pradesh,,,,676828,Tested,8929,667899,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1274605653936373760?s=19,,,1.32%,12.96,12961,76,52221000,
22/06/2020,Andhra Pradesh,,,,693548,Tested,9372,684176,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1275017579422048258?s=19,,,1.35%,13.28,13281,74,52221000,
23/06/2020,Andhra Pradesh,,,,714187,Tested,9834,704353,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1275329802954670080?s=20,,,1.38%,13.68,13676,73,52221000,
24/06/2020,Andhra Pradesh,,,,750234,Tested,10331,739903,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1275698612362792961?s=20,,,1.38%,14.37,14367,73,52221000,
25/06/2020,Andhra Pradesh,,,,769319,Tested,10884,758435,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1276048820845940736?s=20,,,1.41%,14.73,14732,71,52221000,
26/06/2020,Andhra Pradesh,,,,791624,Tested,11489,780135,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1276423313644908544?s=20,,,1.45%,15.16,15159,69,52221000,
27/06/2020,Andhra Pradesh,,,,816082,Tested,12285,803797,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1276792776168898561?s=20,,,1.51%,15.63,15627,66,52221000,
28/06/2020,Andhra Pradesh,,,,841860,Tested,13098,828762,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1277144909481312257?s=20,,,1.56%,16.12,16121,64,52221000,
29/06/2020,Andhra Pradesh,,,,872076,Tested,13891,858185,,,,,,,,40141,,,,,,,https://twitter.com/ArogyaAndhra/status/1277588331132420099?s=20,,,1.59%,16.70,16700,63,52221000,
30/06/2020,Andhra Pradesh,,,,890190,Tested,14595,875595,,,,,,,,40141,,,,,,,https://twitter.com/ArogyaAndhra/status/1277857517318504451?s=20,,,1.64%,17.05,17047,61,52221000,
01/07/2020,Andhra Pradesh,,,,918429,Tested,15252,903177,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1278233653672198144?s=20,,,1.66%,17.59,17587,60,52221000,
02/07/2020,Andhra Pradesh,,,,932713,Tested,16097,916616,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1278608187856306177?s=20,,,1.73%,17.86,17861,58,52221000,
03/07/2020,Andhra Pradesh,,,,971611,Tested,16934,954677,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1278951104764493825?s=20,,,1.74%,18.61,18606,57,52221000,
04/07/2020,Andhra Pradesh,,,,996573,Tested,17699,978874,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1279329071755714560?s=20,,,1.78%,19.08,19084,56,52221000,
05/07/2020,Andhra Pradesh,,,,1017140,Tested,18697,998443,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1279698223561535488?s=20,,,1.84%,19.48,19478,54,52221000,
06/07/2020,Andhra Pradesh,,,,1033852,Tested,20019,1013833,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1280084606981554178?s=20,,,1.94%,19.80,19798,52,52221000,
07/07/2020,Andhra Pradesh,,,,1050090,Tested,21197,1028897,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1280427853067108352?s=20,,,2.02%,20.11,20109,50,52221000,
08/07/2020,Andhra Pradesh,,,,1077733,Tested,22259,1055474,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1280773473514565632?s=20,,,2.07%,20.64,20638,48,52221000,
09/07/2020,Andhra Pradesh,,,,1094615,Tested,23814,1070801,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1281140915503894529?s=20,,,2.18%,20.96,20961,46,52221000,
10/07/2020,Andhra Pradesh,,,,1115635,Tested,25422,1090213,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1281504921196478465?s=20,,,2.28%,21.36,21364,44,52221000,
11/07/2020,Andhra Pradesh,,,,1136225,Tested,27235,1108990,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1281912474833260551?s=20,,,2.40%,21.76,21758,42,52221000,
12/07/2020,Andhra Pradesh,,,,1153849,Tested,29168,1124681,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1282247597256699904?s=20,,,2.53%,22.10,22095,40,52221000,
13/07/2020,Andhra Pradesh,,,,1173096,Tested,31103,1141993,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1282637680212234240?s=20,,,2.65%,22.46,22464,38,52221000,
14/07/2020,Andhra Pradesh,,,,1195766,Tested,33019,1162747,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1282952875723767809?s=20,,,2.76%,22.90,22898,36,52221000,
15/07/2020,Andhra Pradesh,,,,1217963,Tested,35451,1182512,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1283346129518657536?s=20,,,2.91%,23.32,23323,34,52221000,
16/07/2020,Andhra Pradesh,,,,1240267,Tested,38044,1202223,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1283701898248286208?s=20,,,3.07%,23.75,23750,33,52221000,
17/07/2020,Andhra Pradesh,,,,1260512,Tested,40646,1219866,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1284073951895842816?s=20,,,3.22%,24.14,24138,31,52221000,
18/07/2020,Andhra Pradesh,,,,1284384,Tested,44609,1239775,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1284452605368786945?s=20,,,3.47%,24.60,24595,29,52221000,
19/07/2020,Andhra Pradesh,,,,1315532,Tested,49650,1265882,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1284842230335672320?s=20,,,3.77%,25.19,25192,26,52221000,
20/07/2020,Andhra Pradesh,,,,1349112,Tested,53724,1295388,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1285198548816953344?s=20,,,3.98%,25.83,25835,25,52221000,
21/07/2020,Andhra Pradesh,,,,1386274,Tested,58668,1327606,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1285538035518431232?s=20,,,4.23%,26.55,26546,24,52221000,
22/07/2020,Andhra Pradesh,,,,1435827,Tested,64713,1371114,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1285904479506665474?s=20,,,4.51%,27.50,27495,22,52221000,
23/07/2020,Andhra Pradesh,,,,1493879,Tested,72711,1421168,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1286278512551198722?s=20,,,4.87%,28.61,28607,21,52221000,
24/07/2020,Andhra Pradesh,,,,1541993,Tested,80858,1461135,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1286640822633377795?s=20,,,5.24%,29.53,29528,19,52221000,
25/07/2020,Andhra Pradesh,,,,1595674,Tested,88671,1507003,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1286999100324319240?s=20,,,5.56%,30.56,30556,18,52221000,
26/07/2020,Andhra Pradesh,,,,1643319,Tested,96298,1547021,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1287367119852548102?s=20,,,5.86%,31.47,31469,17,52221000,
27/07/2020,Andhra Pradesh,,,,1686446,Tested,102349,1584097,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1287726153600360448?s=20,,,6.07%,32.29,32294,16,52221000,
28/07/2020,Andhra Pradesh,,,,1749425,Tested,110297,1639128,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1288070442289213440?s=20,,,6.30%,33.50,33500,16,52221000,
29/07/2020,Andhra Pradesh,,,,1820009,Tested,120390,1699619,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1288443618844270593?s=20,,,6.61%,34.85,34852,15,52221000,
30/07/2020,Andhra Pradesh,,,,1890077,Tested,130557,1759520,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1288818199895539713?s=20,,,6.91%,36.19,36194,14,52221000,
31/07/2020,Andhra Pradesh,,,,1951776,Tested,140933,1810843,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1289165428242018305?s=20,,,7.22%,37.38,37375,14,52221000,
01/08/2020,Andhra Pradesh,,,,2012573,Tested,150209,1862364,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1289531528851017729?s=20,,,7.46%,38.54,38540,13,52221000,
02/08/2020,Andhra Pradesh,,,,2065407,Tested,158764,1906643,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1289916013539016708?s=20,,,7.69%,39.55,39551,13,52221000,
03/08/2020,Andhra Pradesh,,,,2110923,Tested,166586,1944337,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1290278795685924865?s=20,,,7.89%,40.42,40423,13,52221000,
04/08/2020,Andhra Pradesh,,,,2175070,Tested,176333,1998737,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1290651823695638528?s=20,,,8.11%,41.65,41651,12,52221000,
05/08/2020,Andhra Pradesh,,,,2235646,Tested,186461,2049185,,,,,,,,,,,,,,,https://twitter.com/ArogyaAndhra/status/1291024329149358080?s=20,,,8.34%,42.81,42811,12,52221000,
06/08/2020,Andhra Pradesh,,,,2299332,Tested,196789,2102543,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1291370819021488133?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,8.56%,44.03,44031,12,52221000,
07/08/2020,Andhra Pradesh,,,,2362270,Tested,206960,2155310,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1291738504192434177?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,8.76%,45.24,45236,11,52221000,
08/08/2020,Andhra Pradesh,,,,2424393,Tested,217040,2207353,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1292081809212100608?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,8.95%,46.43,46426,11,52221000,
09/08/2020,Andhra Pradesh,,,,2487305,Tested,227860,2259445,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1292460461690982400?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,9.16%,47.63,47630,11,52221000,
10/08/2020,Andhra Pradesh,,,,2534304,Tested,235525,2298779,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1292817043645853696?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,9.29%,48.53,48530,11,52221000,
11/08/2020,Andhra Pradesh,,,,2592619,Tested,,2348070,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1293164542206214144?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,0.00%,49.65,49647,,52221000,
12/08/2020,Andhra Pradesh,,,,2649767,Tested,,2395621,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1293525498165788677?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,0.00%,50.74,50741,,52221000,
13/08/2020,Andhra Pradesh,,,,2705459,Tested,,2441317,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1293860866190794753?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,0.00%,51.81,51808,,52221000,
14/08/2020,Andhra Pradesh,,,,2758485,Tested,,2485400,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1294249709712707584?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,0.00%,52.82,52823,,52221000,
15/08/2020,Andhra Pradesh,,,,2812197,Tested,,2530380,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1294611541434671105?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,0.00%,53.85,53852,,52221000,
16/08/2020,Andhra Pradesh,,,,2860943,Tested,,2571114,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1294986407081959425?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,0.00%,54.79,54785,,52221000,
17/08/2020,Andhra Pradesh,,,,2905521,Tested,,2608912,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1295334303040036865?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,0.00%,55.64,55639,,52221000,
18/08/2020,Andhra Pradesh,,,,2961611,Tested,,2658245,,,,,,,,21254,,,,,,,https://twitter.com/ArogyaAndhra/status/1295681350800822272?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,,0.00%,56.71,56713,,52221000,
